FID,SCD,STR_NAME,BEZANZ,BEZLISTE,GUELTIG_AB,GIP_OBJECTID,NAMECAT,NAMECAT_NAME
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-689,02422,Kellerberggasse,1,23,1957-10-02,10002363,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-688,02152,Invalidenstraße,1,3,1973-05-03,10002096,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-687,01568,Gräfin-Zichy-Straße,1,23,1973-01-05,10001523,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-686,04587,Sonnwendgasse,1,10,1973-01-05,10004488,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-685,02822,Lehmgasse,1,10,1973-01-05,10002756,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-684,01402,Rudolf-Skodak-Gasse,1,10,1992-02-05,10001359,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-683,05421,Zehdengasse,2,21|22,1956-10-17,10005311,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-682,02304,Kästenbaumgasse,1,10,1956-06-20,10002245,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-681,01719,Hämmerlegasse,1,10,1956-06-20,10001670,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-680,01598,Grenzstraße,1,10,1973-01-05,10001553,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-67f,02656,Kreuzherrengasse,1,4,1902-09-18,10002590,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-67e,03794,Püttlingengasse,1,13,1912-02-13,10003714,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-67d,04041,Rossinigasse,1,13,1942-04-17,10003956,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-67c,03752,Franz-Eder-Weg,1,11,2012-05-08,10003672,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-67b,00216,Anton-Dengler-Gasse,1,21,1909-03-23,10000205,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-67a,01206,Fischerstiege,1,1,1973-01-05,10001166,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-679,18334,Zirkuswiese,1,2,1973-01-05,10010040,20081,Wiese
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-678,71006,KG Landstraße,1,3,1983-10-13,10010702,7253,Katastralgemeinde
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-677,71010,KG Neubau,1,7,1983-10-13,10010706,7253,Katastralgemeinde
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-676,71102,KG Inzersdorf Stadt,3,10|12|23,1983-10-13,10010709,7253,Katastralgemeinde
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-675,71105,KG Oberlaa Stadt,1,10,1983-10-13,10010712,7253,Katastralgemeinde
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-674,71108,KG Unterlaa,1,10,1983-10-13,10010715,7253,Katastralgemeinde
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-673,71201,KG Auhof,2,13|14,1983-10-13,10010717,7253,Katastralgemeinde
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-672,71402,KG Hernals,2,17|18,1983-10-13,10010741,7253,Katastralgemeinde
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-671,18419,SDL Pfalzgasse,1,22,1986-06-25,10010122,20071,Gartensiedlung und Siedlung
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-670,18422,Heiligenkreuzer Hof,1,1,1988-01-18,10010125,35170,Wohngebiete
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-66f,18425,Revier Mühlleiten,1,22,1973-01-05,10010128,7355,Flurname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-66e,18428,Schloss Neugebäude,1,11,2021-02-11,10010131,10001,Objektname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-66d,18430,Lagerwiese Rehlacke,1,22,1973-01-05,10010133,20081,Wiese
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-66c,18435,Altes Allgemeines Krankenhaus,1,9,2004-03-09,10441413,10001,Objektname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-66b,20131,Parkanlage Schöpfwerk,1,12,2013-04-29,10010341,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-66a,20135,Rudolf-Sallinger-Park,1,5,2000-09-12,10010345,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-669,20208,Grete-Jost-Park,1,3,1997-10-10,10010418,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-668,20209,Heisspark,1,21,1997-10-10,10010419,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-667,20213,Katharina-Schratt-Park,1,13,1997-12-05,10010423,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-666,20218,Alfred-Böhm-Park,1,10,1998-10-20,10010428,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-665,10044,Schönbrunner Brücke,3,12|13|15,1919-09-24,10007333,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-664,05693,Anton-Geiger-Weg,1,16,2001-01-11,10005561,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-663,16211,KLG Rudolfshügel-Friesenplatz,1,10,2015-12-02,10009308,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-662,16214,KLG Schafberghöhe,1,18,1973-01-05,10009310,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-661,03531,Othmargasse,1,20,1876-06-30,10003454,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-660,02510,Klettenhofergasse,1,18,1973-01-05,10002448,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-65f,06471,Johann-Orth-Platz,1,21,2006-10-03,10378236,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-65e,00320,Babenbergerstraße,1,1,1973-01-05,10000309,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-65d,02742,Laimgrubengasse,1,6,1862-06-30,10002676,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-65c,22226,Sportplatz Franz Hölbl/Anker-Arena,1,10,2013-03-05,10010593,20020,Sportplatz
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-65b,22227,Sportplatz Rax,1,10,2013-03-20,10010594,20020,Sportplatz
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-65a,22231,Sportplatz Ostbahn 11,1,11,2013-04-12,10010598,20020,Sportplatz
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-659,22232,Sportplatz SGP Simmering,1,11,2013-02-08,10010599,20020,Sportplatz
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-658,22236,Sportplatz Haydnpark,1,12,2013-02-08,10010603,20020,Sportplatz
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-657,22237,Sportplatz USZ Hetzendorf,1,12,2013-05-17,10010604,20020,Sportplatz
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-656,22241,Sportplatz Hörndlwald,1,13,2013-02-08,10010608,20020,Sportplatz
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-655,22242,Sportplatz ASVÖ 13,1,13,2013-03-01,10010609,20020,Sportplatz
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-654,22248,Sportplatz Slovan HAC,1,14,2013-02-08,10010615,20020,Sportplatz
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-653,22253,Sportplatz Helfort,1,16,2013-02-11,10010620,20020,Sportplatz
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-652,01539,Gogolgasse,1,13,1932-09-05,10001494,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-651,15149,Sickerteich-Langenzersdorfer-Straße,1,21,2006-03-28,10459040,62,"Stehendes Gewässer (See, Teich)"
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-650,15152,Königsgraben,1,22,2006-03-28,10459043,62,"Stehendes Gewässer (See, Teich)"
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-64f,16252,KLG Vormals Kolonie Krankenkasse,1,11,1973-01-05,10009345,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-64e,16254,KLG Waagner Biro,1,22,1973-01-05,10009347,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-64d,12389,Fußweg Heustadl Wasser,1,2,1980-05-21,10008469,14,Gebrauchsname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-64c,14290,Rudolfine-Muhr-Hof,1,13,1988-03-11,10008970,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-64b,14291,Josef-Schober-Hof,1,9,1988-10-13,10008971,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-64a,14293,Franz-Adelpoller-Hof,1,3,1988-10-13,10008973,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-649,18279,Schiffamtsufer,1,2,1973-01-05,10009987,7355,Flurname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-648,18062,Demlkreuz,1,22,2012-07-03,10009783,7355,Flurname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-647,03894,Reichsapfelgasse,1,15,1894-06-30,10003813,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-646,09135,Fischhofgasse,1,10,1979-10-18,10006563,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-645,00600,Brudermanngasse,1,14,1894-01-01,10000579,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-644,16551,KLG ÖBB Floridsdorf-Siemensstraße 2063,1,21,2013-05-07,10009642,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-643,20025,Franz-Schwarz-Park,1,6,1973-01-05,10010235,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-642,20028,Hadikpark,1,14,1973-01-05,10010238,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-641,02693,Künstlergasse,1,15,1902-09-30,10002627,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-640,02815,Lederergasse,1,8,1862-06-30,10002749,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-63f,90551,Bahnhof Breitensee,1,14,2015-01-15,10010975,1306,Bahnhof
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-63e,90564,Bahnhof St.Marx,1,3,2015-01-15,10010988,1306,Bahnhof
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-63d,90570,Bahnhof Haidestraße,1,11,2015-01-15,10010994,1306,Bahnhof
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-63c,90575,Bahnhof Weidlingau,1,14,2014-10-28,10010999,1306,Bahnhof
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-63b,90577,Jedlersdorf Frachtenbahnhof,1,21,2015-01-22,10458412,1306,Bahnhof
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-63a,90702,Südbahn,3,10|12|23,1755-01-01,10011001,52020,Schnellbahn
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-639,90708,Vorortelinie,6,14|16|17|18|19|20,1755-01-01,10011007,52020,Schnellbahn
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-638,22281,Sportplatz Feuerwehr,1,22,2013-02-19,10010648,20020,Sportplatz
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-637,22282,Sportplatz EDV-2000 Arena,1,22,2013-04-12,10010649,20020,Sportplatz
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-636,22285,Sportplatz FC Stadlau,1,22,2014-09-11,10010652,20020,Sportplatz
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-635,05171,Wanthalerweg,1,17,1954-03-03,10005066,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-634,18457,Gasometer D,1,11,2001-03-13,10390254,10001,Objektname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-633,18481,Katharinenruhe,1,16,2004-09-20,10397246,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-632,18483,Twin Tower,1,10,2002-09-05,10398674,10001,Objektname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-631,18485,Ares Tower,1,22,2002-09-06,10398687,10001,Objektname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-630,18489,Mischek Tower,1,22,2002-09-11,10398715,10001,Objektname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-62f,18490,Ringturm,1,1,2002-09-12,10398724,10001,Objektname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-62e,10343,Lobkowitztunnel,1,15,1989-06-01,10007623,10071,lokaler (interner) Straßenname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-62d,10349,Passage Friedrich-Engels-Platz,1,20,1755-01-01,10007629,50030,Passage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-62c,01581,Gratian-Marx-Straße,1,11,1905-10-26,10001536,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-62b,02905,Liliengasse,1,1,1755-01-01,10002837,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-62a,05548,Josef-Reichl-Gasse,1,12,1969-05-06,10005433,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-629,03030,Maigasse,1,21,1971-09-07,10002961,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-628,02271,Josef-Sickinger-Gasse,1,22,1930-11-19,10002212,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-627,00991,Eggerthgasse,1,6,1902-08-27,10000954,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-626,04256,Schillwasserweg,1,22,1966-11-02,10004162,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-625,03566,Papiergasse,1,23,1955-12-07,10003488,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-624,02813,Lechnerstraße,1,3,1905-07-06,10002747,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-623,01604,Greyledergasse,1,23,1957-10-02,10001558,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-622,00045,Aistgasse,1,21,1953-09-23,10000044,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-621,22257,Postsportzentrum Wien,1,17,2013-05-17,10010624,20020,Sportplatz
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-620,22258,Sportplatz Marswiese,1,17,2013-02-12,10010625,20020,Sportplatz
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-61f,22261,Sportplatz Hohe Warte,1,19,2013-02-12,10010628,20020,Sportplatz
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-61e,06222,Rechte Nordbahngasse,1,21,1997-04-11,10006049,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-61d,05947,Domaniggasse,1,10,1976-01-19,10005786,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-61c,06691,Platz der Sozialen Sicherheit,1,3,2019-12-03,10472373,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-61b,12749,Schlossseeweg,1,23,2008-10-07,10470872,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-61a,06682,Gewidmete Verkehrsfläche,1,21,2007-10-19,10470072,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-619,06626,Gertrude-Fröhlich-Sandner-Straße,1,10,2010-06-08,10459543,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-618,06628,Canettistraße,1,10,2010-06-08,10459545,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-617,06630,Gulzgasse,1,21,2009-06-02,10459547,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-616,06865,Spange Leopoldsdorf,1,10,2017-01-30,10459923,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-615,20289,Grünanlage Helmut-Zilk-Platz,1,1,2014-03-19,10460227,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-614,06639,Safargasse,1,3,2008-10-07,10462996,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-613,03570,Paracelsusgasse,1,3,1907-10-25,10003491,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-612,00279,Asternweg,1,11,1973-01-05,10000268,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-611,00642,Bürgermeisterweg,1,12,1973-01-05,10000618,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-610,12728,Motesiczkyweg,1,21,2009-12-01,10466992,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-60f,02059,Hollerweg,1,11,1973-01-05,10002004,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-60e,06299,Rohrergasse,1,22,1993-11-12,10006122,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-60d,04402,Schutzhausweg,1,12,1973-01-05,10004305,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-60c,05094,Vivenotgasse,1,12,1894-06-30,10004989,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-60b,05101,Vogelweidplatz,1,15,1912-09-17,10004996,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-60a,06129,Kurt-Peters-Weg,1,23,2017-11-06,10005959,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-609,06152,Gewidmete Verkehrsfläche,1,23,1988-04-12,10005981,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-608,06854,Marcel-Prawy-Promenade,1,22,2005-03-01,10402682,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-607,09811,Elisabeth-Freundlich-Weg,1,22,2009-05-05,10007119,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-606,10194,Muckenthaler Brücke,1,19,1973-01-05,10007480,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-605,10197,Obkirchersteg,1,19,1903-09-16,10007483,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-604,10219,Kagraner Brücke,1,22,1973-01-05,10007500,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-603,20160,Hans-Paulas-Park,1,11,1990-01-18,10010370,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-602,20204,Anton-Kummerer-Park,1,20,1996-07-31,10010414,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-601,20216,Erwin-Ringel-Park,1,9,1998-05-12,10010426,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-600,21018,Klinik Ottakring,1,16,2020-06-02,10010471,2034,"Spital, Pflegeheim"
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5ff,09996,Stadt-des-Kindes-Weg,1,14,2018-12-04,10007288,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5fe,10002,Floridsdorfer Brücke,2,20|21,1956-06-30,10007291,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5fd,10003,Steg an der Nordbahnbrücke,2,20|21,1909-11-18,10007292,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5fc,10004,Reichsbrücke,2,2|22,1956-06-30,10007293,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5fb,06679,Menzelstraße,1,21,2009-05-05,10467271,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5fa,12428,Mitterhaidenweg,1,21,1982-09-02,10008507,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5f9,12448,Sedlacekweg,1,10,1989-11-09,10008525,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5f8,12450,Ringofenweg,1,10,1993-09-16,10008527,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5f7,12455,Franz-Zahalka-Weg,1,11,1991-11-28,10008531,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5f6,18510,Jean-Simon-Pictet-Schule,1,12,2009-06-02,10471134,31000,Schule
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5f5,14108,Lindenhof,1,18,1926-05-26,10008794,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5f4,16111,KLG Heimkehrer und Invalide,1,14,1973-01-05,10009211,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5f3,18074,Franz Karl-Fernsicht,1,14,1973-01-05,10009795,7355,Flurname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5f2,18086,Großes Gänsehäufel,1,22,1973-01-05,10009807,7355,Flurname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5f1,04534,Silvester-Früchtl-Gasse,1,23,1957-10-02,10004435,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5f0,05207,Weihburggasse,1,1,1755-01-01,10005101,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5ef,10009,Heiligenstädter Brücke,2,19|20,1919-09-06,10007298,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5ee,10010,Döblinger Steg,2,19|20,1911-02-24,10007299,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5ed,10019,Rotundenbrücke,2,2|3,1919-09-24,10007308,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5ec,10033,Kennedybrücke,2,13|14,1963-12-16,10007322,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5eb,10039,Zufferbrücke,2,13|14,1919-09-24,10007328,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5ea,10242,Steg im Zuge des Ambrosweges,1,23,1973-01-05,10007523,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5e9,10251,Drdlasteg,1,23,2013-12-04,10007532,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5e8,10260,Haselbrunner Brücke,1,23,2014-04-14,10007540,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5e7,10345,Durchgang Heiligenstädter Straße,1,19,2012-04-12,10007625,50040,Unterführung
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5e6,16222,KLG Zukunft,1,15,1980-10-29,10009315,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5e5,16241,SDL Am Steinsee,1,23,2011-04-11,10009334,20071,Gartensiedlung und Siedlung
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5e4,16291,KLG Bergfriedsiedlung,1,18,1976-11-09,10009384,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5e3,16322,KLG Unterer Prater,1,2,2011-05-04,10009413,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5e2,16324,KLG Im Äugl-Musteranlage,1,21,1980-10-13,10009415,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5e1,16362,KLG Anningerblick,1,10,1980-11-20,10009453,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5e0,09019,Holzergasse,1,11,1996-01-18,10006473,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5df,09175,Trepulkagasse,1,11,1971-02-16,10006600,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5de,09196,Carl-von-Linde-Straße,1,3,1991-04-04,10006619,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5dd,09205,Anglerweg,1,22,1978-01-16,10006625,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5dc,09248,Gagerngasse,1,22,1973-04-25,10006657,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5db,09260,Habe-die-Ehre-Gasse,1,22,2009-06-02,10006663,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5da,09261,Gundackergasse,1,22,1972-01-11,10006664,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5d9,09267,Kartouschgasse,1,22,1970-09-08,10006669,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5d8,12729,Gewidmete Verkehrsfläche,1,22,2010-01-11,10468995,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5d7,12551,Gewidmete Verkehrsfläche,1,22,2012-06-25,10008623,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5d6,03630,Peter-Jordan-Straße,2,18|19,1904-11-16,10003550,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5d5,12142,Ferdinand-Stransky-Weg,1,22,1996-07-31,10008250,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5d4,06216,Desider-Friedmann-Platz,1,1,1990-01-18,10006043,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5d3,10448,Fußgängersteg über Anschlussstelle Arsenal,1,10,2012-02-21,10007726,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5d2,18090,Hackenberg,1,19,1973-01-05,10009811,10060,Berg
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5d1,18142,Konstantinhügel,1,2,1973-01-05,10009858,10060,Berg
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-5d0,18160,Brandberg,1,13,1973-01-05,10009874,10060,Berg
