FID,SCD,STR_NAME,BEZANZ,BEZLISTE,GUELTIG_AB,GIP_OBJECTID,NAMECAT,NAMECAT_NAME
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1309,04856,Terzaghigasse,1,22,1966-02-23,10004755,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1308,00708,Chvostekgasse,1,22,1955-11-16,10000683,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1307,09576,Ferdinand-Käs-Gasse,1,21,1992-06-11,10006915,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1306,05297,Wieselweg,1,22,1966-11-02,10005190,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1305,01635,Große Stadtgutgasse,1,2,1973-01-05,10001587,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1304,05499,Zwölfergasse,1,15,1864-06-30,10005388,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1303,02298,Kaasgrabengasse,1,19,1935-10-07,10002239,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1302,02328,Kallinagasse,1,16,1960-01-20,10002269,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1301,10104,Steg Rudolf Waisenhorngasse,1,23,1973-01-05,10007392,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1300,09666,Rudolf-Schön-Weg,1,21,1997-12-05,10007001,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12ff,21616,Per-Albin-Hansson-Denkmal,1,10,2014-09-25,47351770,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12fe,21617,Robert-Danneberg-Gedenkstein,1,3,2014-09-25,47351780,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12fd,21618,Schrammel-Denkmal,1,17,2014-09-25,47351883,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12fc,21619,Schubertlinde-Gedenkstein,1,19,2014-09-25,47351929,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12fb,21620,Sigmund-Freud-Denkmal,1,9,2014-09-25,47351953,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12fa,21621,Sigmund-Freud-Denkmal,1,19,2014-09-25,47351961,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12f9,10885,Riegermühlensteg,1,23,2014-09-26,47352567,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12f8,21622,Oscar-Straus-Denkmal,1,13,2014-09-30,47353929,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12f7,21623,Walter-Caldonazzi-Denkmal,1,13,2014-09-30,47354028,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12f6,21613,Urban-Loritz-Denkmal,1,7,2020-12-15,47351180,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12f5,21614,Pablo-Neruda-Denkmal,1,18,2014-09-25,47351748,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12f4,12941,Gewidmete Verkehrsfläche,1,23,2020-11-03,66979034,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12f3,06905,Gewidmete Verkehrsfläche,1,22,2022-06-30,66979386,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12f2,12872,Gewidmete Verkehrsfläche,1,21,2022-06-23,66973469,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12f1,21994,Stadtpark Atzgersdorf,1,23,2022-10-04,66967443,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12f0,21992,Wasserspielplatz Baumgartner-Casino-Park,1,14,2022-05-17,66951366,20030,Spielplatz
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12ef,21991,Wasserspielplatz Yella-Hertzka-Park,1,22,2022-05-17,66951343,20030,Spielplatz
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12ee,21993,Wasserspielplatz Heiligenstädter Park,1,19,2022-05-17,66951406,20030,Spielplatz
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12ed,21989,Parkanlage Apollogasse,1,7,2022-04-22,66932852,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12ec,14392,Elisabeth-Schindler-Hof,1,12,2022-09-05,66934156,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12eb,21988,Parkanlage Freie Mitte,1,2,2022-04-22,66932771,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12ea,12843,Gewidmete Verkehrsfläche,1,22,2023-02-09,66917004,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12e9,06899,Platz der Kulturen,1,10,2022-06-07,66918276,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12e8,21987,Platz der Erdarbeiterinnen,1,2,2022-04-05,66888997,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12e7,14391,Richard-Wadani-Hof,1,11,2022-06-13,66906027,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12e6,06833,Gewidmete Verkehrsfläche,1,10,2022-03-11,66878450,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12e5,12842,Karoline-Tintner-Promenade,1,9,2022-06-07,66866909,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12e4,12838,Olga-Misař-Promenade,1,9,2022-06-07,66866961,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12e3,06831,Hugo-Portisch-Gasse,1,13,2022-06-07,66858118,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12e2,12833,Henriette-Willardt-Promenade,1,2,2022-04-05,66853672,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12e1,12835,Lucie-Goldner-Promenade,1,2,2022-04-05,66853742,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12e0,12836,Margit-Czernetz-Promenade,1,2,2022-04-05,66855623,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12df,12904,Friedl-Dicker-Brandeis-Promenade,1,2,2022-04-05,66855683,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12de,12851,Vilma-Steindling-Promenade,1,2,2022-04-05,66855717,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12dd,12999,Gisela-Werbezirk-Promenade,1,2,2022-04-05,66855774,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12dc,12837,Henriette-Fahrbach-Promenade,1,2,2022-04-05,66855801,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12db,12912,Emilie-Turecek-Promenade,1,2,2022-04-05,66855811,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12da,12827,Gewidmete Verkehrsfläche,1,14,2022-01-25,66825787,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12d9,12828,Gewidmete Verkehrsfläche,1,14,2022-01-26,66826103,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12d8,21986,Palais Ephrussi,1,1,2022-01-27,66826679,10001,Objektname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12d7,12825,Gewidmete Verkehrsfläche,1,13,2021-11-16,66679594,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12d6,06830,Helga-Pankratz-Platz,1,5,2021-12-07,66683997,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12d5,21985,Parkanlage Oase 22,1,22,2022-01-31,66687338,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12d4,15276,DICCA-Teich,1,22,2021-08-05,66381549,62,"Stehendes Gewässer (See, Teich)"
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12d3,14388,Wohnpark Sandleiten,1,16,1986-01-01,66335165,35170,Wohngebiete
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12d2,20999,Parkanlage Litfaßstraße,1,3,2021-07-07,66331016,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12d1,14386,Karoline-Pluskal-Hof,1,16,2022-09-05,66333671,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12d0,21984,Pirat Bucht,1,22,2021-07-12,66336199,7355,Flurname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12cf,21990,Setagayabucht,1,21,2021-07-15,66341993,7355,Flurname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12ce,20998,Parkanlage Blauer Teich,1,10,2021-06-21,66316814,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12cd,21983,Schloss Erlaa,1,23,2021-02-11,66305683,10001,Objektname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12cc,20997,Albert-Schultz-Park,1,22,2022-10-04,66271720,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12cb,05914,Wohlfahrtsweg,1,21,2017-11-06,46760213,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12ca,10878,Grillgassensteg,2,10|11,2014-04-04,46761541,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12c9,21523,Ferdinand-von-Saar-Denkmal,1,19,2014-04-04,46762119,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12c8,21524,Franz-Keim-Denkmal,1,19,2014-04-04,46762184,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12c7,20894,Parkanlage Starkfriedgasse,2,18|19,2017-12-27,46738574,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12c6,21519,Dr.-Rudolf-Steiner-Denkmal,1,3,2014-03-13,46739062,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12c5,21521,Staatsgründungsdenkmal,1,3,2014-03-13,46739103,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12c4,20893,Parkanlage Starkfriedgasse,1,19,2014-03-13,46738548,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12c3,21522,Frederic-Chopin-Denkmal,1,3,2014-03-13,46739154,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12c2,21540,Waldseilpark Kahlenberg,1,19,2014-03-21,46750627,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12c1,16295,SDL Drnekweg,1,21,2014-06-03,46753100,20071,Gartensiedlung und Siedlung
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12c0,12745,Jeannie-Ebner-Weg,1,21,2016-04-05,46759950,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12bf,12746,Marie-Lang-Weg,1,21,2016-04-05,46759978,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12be,12760,Mizzi-Günther-Weg,1,21,2016-05-10,46760185,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12bd,20888,Parkanlage Secession,1,1,2014-03-12,46737007,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12bc,21515,Erwin-Ringel-Denkmal,1,9,2014-03-12,46738106,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12bb,21516,Dr.-Iwan-Franko-Denkmal,1,1,2014-03-12,46738111,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12ba,21518,Hansi-Niese-Denkmal,1,7,2014-03-12,46738151,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12b9,06745,Gewidmete Verkehrsfläche,1,22,2015-09-16,46736828,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12b8,21517,Dr.-Rudolf-Beer-Denkmal,1,7,2014-03-12,46738147,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12b7,21520,Hans-Moser-Denkmal,1,13,2014-03-13,46738437,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12b6,20889,Parkanlage Yppenplatz,1,16,2014-03-13,46738445,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12b5,20891,Grünanlage Volkertplatz,1,2,2014-03-13,46738457,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12b4,10000,Praterbrücke,2,2|22,1970-10-06,46738511,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12b3,20890,Grünanlage Süßenbrunner Platz,1,22,2014-03-11,46735409,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12b2,21508,Carl-Freiherr-Auer-von-Welsbach-Denkmal,1,9,2014-03-11,46735587,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12b1,21510,Elsa-Brändström-Denkmal,1,9,2014-03-11,46735606,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12b0,21509,Guido-Holzknecht-Denkmal,1,9,2014-03-11,46735617,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12af,21511,Christoph-Willibald-Ritter-von-Gluck-Denkmal,1,4,2015-04-08,46735687,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12ae,21512,Coch-Denkmal,1,1,2014-03-11,46736067,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12ad,21513,Radetzky-Denkmal,1,1,2014-03-11,46736072,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12ac,21514,Deutschmeister-Denkmal,1,1,2014-03-11,46736077,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12ab,21506,Capistran-Denkmal,1,1,2014-03-07,46730857,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12aa,21507,Leopold-Ernst-Epitaph,1,1,2014-03-07,46730903,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12a9,22000,Kaiser-Franz-I.-Stephan-von-Lothringen-Denkmal,1,1,2014-03-07,46730911,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12a8,22054,Mozart-Denkmal,1,1,2014-03-07,46731327,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12a7,22055,Kaiser-Franz-Joseph-I.-Denkmal,1,1,2014-03-07,46731332,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12a6,22056,Schweizerhof-Brunnen,1,1,2014-03-10,46732675,4301,Brunnen
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12a5,22057,Wasserwellen-Lebens-Brunnen,1,1,2014-03-10,46732693,4301,Brunnen
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12a4,22058,Volksgartenbrunnen,1,1,2014-03-10,46732736,4301,Brunnen
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12a3,22059,Triton und Nymphe - Brunnen,1,1,2014-03-10,46732779,4301,Brunnen
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12a2,22060,Herkules-Brunnen,1,1,2014-03-10,46733636,4301,Brunnen
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12a1,20887,Grünanlage Dornerplatz,1,17,2014-03-11,46735387,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-12a0,21499,Bertha-von-Suttner-Denkmal,1,4,2014-03-07,46730837,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-129f,21493,Joseph-Wessely-Denkmal,1,19,2014-03-06,46729142,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-129e,21494,Theodor-Hermann-von-Leschetizky-Denkmal,1,18,2014-03-06,46729787,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-129d,21495,Richard-Eybner-Denkmal,1,19,2014-03-06,46729807,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-129c,21496,Therese-Gräfin-Gatterburg-Denkmal,1,19,2014-03-06,46729827,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-129b,07002,Äußeres Burgtor,1,1,2014-03-06,46730148,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-129a,22051,Stallburg,1,1,2014-03-06,46730264,10001,Objektname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1299,22052,Theseustempel,1,1,2014-03-06,46730272,10001,Objektname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1298,21492,Josef-Kainz-Denkmal,1,18,2017-03-20,46729053,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1297,21497,Theodor-Billroth-Denkmal,1,19,2014-03-07,46730388,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1296,21498,Kronprinz-Rudolf-Denkmal,1,19,2014-03-07,46730393,7355,Flurname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1295,22053,Stallburghof,1,1,2014-03-07,46730416,10001,Objektname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1294,23006,Franz-Grillparzer-Denkmal,1,1,2014-03-07,46730427,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1293,21482,Dr.-Bruno-Kreisky-Denkmal,1,5,2014-03-04,46725158,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1292,21483,Dr.-Adolf-Schärf-Denkmal,1,16,2014-03-05,46725767,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1291,21484,Anton-Wildgans-Denkmal,1,3,2014-03-06,46728234,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1290,21485,Antonio-Vivaldi-Denkmal,1,9,2014-03-06,46728355,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-128f,21486,Arthur-Schnitzler-Denkmal,1,18,2014-03-06,46728419,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-128e,20885,Grünanlage Zwölfergasse,1,15,2014-02-28,46716568,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-128d,21487,Artilleristen-Denkmal,1,22,2014-03-06,46728457,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-128c,20886,Parkanlage Beethovenplatz,1,1,2014-03-06,46728574,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-128b,21488,Hansi-Schmid-Denkmal,1,18,2014-03-06,46728863,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-128a,21489,Leon-Askin-Denkmal,1,18,2014-03-06,46728883,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1289,21490,Franz-Marschner-Denkmal,1,18,2014-03-06,46728904,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1288,21491,Emmerich-Kalman-Denkmal,1,18,2014-03-06,46728915,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1287,20879,Grünanlage Kaasgrabengasse,1,19,2014-02-26,46705278,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1286,21477,Josef-Labor-Denkmal,1,1,2014-02-26,46703121,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1285,20880,Grünanlage Marschallplatz,1,12,2014-02-26,46705398,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1284,20881,Grünanlage Rabbiner-Friedmann-Platz,1,2,2014-02-26,46705517,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1283,20924,Grünanlage Liesinger Platz,1,23,2014-02-27,46709497,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1282,21479,Andreas-Hofer-Denkmal,1,4,2014-02-27,46710447,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1281,21480,Anton-Hueber-Denkmal,1,10,2014-02-27,46710470,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1280,21481,Anton-Stilling-Denkmal,1,11,2014-02-27,46710636,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-127f,20882,Grünanlage Zillbauerplatz,1,22,2014-02-27,46714677,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-127e,20883,Grünanlage Stefan-Fadinger-Platz,1,10,2014-02-27,46715021,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-127d,21478,Donner-Denkmal,1,1,2014-02-26,46703138,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-127c,20884,Grünanlage St.-Wendelin-Platz,1,22,2014-02-28,46716472,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-127b,21467,Schindler-Denkmal,1,1,2014-02-26,46701705,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-127a,21468,Zelinka-Denkmal,1,1,2014-02-26,46701727,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1279,21469,Karl-Lueger-Denkmal,1,1,2014-02-26,46701749,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1278,21465,Robert-Stolz-Denkmal,1,1,2014-02-26,46701619,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1277,21470,Franz-Lehar-Denkmal,1,1,2014-02-26,46701784,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1276,21471,Canon-Denkmal,1,1,2014-02-26,46701799,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1275,21466,Bruckner-Denkmal,1,1,2014-02-26,46701689,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1274,21472,Johann-Strauss-Sohn-Denkmal,1,1,2014-02-26,46701808,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1273,21473,Ludwig-van-Beethoven-Denkmal,1,1,2014-02-26,46701857,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1272,21474,Ludwig-van-Beethoven-Denkmal,1,19,2014-02-26,46701934,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1271,21475,Ludwig-van-Beethoven-Denkmal,1,19,2014-02-26,46701997,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1270,21476,Schwarzenberg-Denkmal,1,1,2014-02-26,46702497,7355,Flurname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-126f,20878,Parkanlage Ortskern Grinzing,1,19,2014-02-26,46702615,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-126e,21456,Alexander-Girardi-Denkmal,1,1,2014-02-25,46698757,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-126d,21457,Lazarus-Ludwig-Zamenhof-Denkmal,1,1,2014-02-25,46699010,7355,Flurname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-126c,21454,Marc-Anton-Gruppe,1,1,2014-02-25,46698684,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-126b,21458,Alexander-Moissi-Denkmal,1,22,2014-02-25,46699107,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-126a,21459,Alexander-Puschkin-Denkmal,1,10,2014-02-25,46699207,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1269,21460,Alexander-Zemlinsky-Denkmal,1,2,2014-02-25,46699248,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1268,21461,Alois-Rohrauer-Denkmal,1,15,2014-02-26,46700777,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1267,21462,Amerling-Denkmal,1,1,2014-02-26,46700896,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1266,21463,Schubert-Denkmal,1,1,2014-02-26,46700923,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1265,21455,Otto-Wagner-Denkmal,1,1,2014-02-25,46698694,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1264,21464,Makart-Denkmal,1,1,2014-02-26,46700940,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1263,20877,Parkanlage Asperner Heldenplatz,1,22,2014-02-26,46701599,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1262,21445,Velazquez-Denkmal,1,1,2014-02-21,46679627,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1261,21446,Johann-von-Radinger-Denkmal,1,4,2014-02-21,46680308,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1260,21443,Tizian-Denkmal,1,1,2014-02-21,46679571,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-125f,21447,Ferdinand-Freiherr-von-Hofstetter-Denkmal,1,4,2014-02-21,46680342,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-125e,21448,Anton-von-Schrötter-Denkmal,1,4,2014-02-21,46680382,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-125d,21449,Adam-Reichsfreiherr-von-Burg-Denkmal,1,4,2014-02-21,46680410,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-125c,21450,Simon-Stampfer-Denkmal,1,4,2014-02-25,46697941,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-125b,21451,Heinrich-von-Ferstel-Denkmal,1,4,2014-02-25,46697951,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-125a,21452,Johann-Joseph-Ritter-von-Prechtl-Denkmal,1,4,2014-02-25,46698073,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1259,21453,Georg-Rebhann-Ritter-von-Aspernbruck-Denkmal,1,4,2014-02-25,46698375,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1258,21444,Bramante-Denkmal,1,1,2016-04-04,46679581,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1257,21430,Anastasius-Grün-Denkmal,1,1,2014-02-20,46674120,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1256,21431,Nikolaus-Lenau-Denkmal,1,1,2014-02-20,46674155,40030,Denkmal
